datetime,site_id,users,throughput_mbps,sinr_db,energy_w
2025-05-31 06:00:00,Site_1,280,849.21,23.14,510.94
2025-05-31 07:00:00,Site_1,354,1189.28,19.49,632.42
2025-05-31 08:00:00,Site_1,417,1214.32,17.71,728.64
2025-05-31 09:00:00,Site_1,430,1262.93,14.51,730.15
2025-05-31 10:00:00,Site_1,475,1355.79,18.21,818.58
2025-05-31 11:00:00,Site_1,538,1449.15,12.92,920.46
2025-05-31 12:00:00,Site_1,519,1286.75,14.88,876.75
2025-05-31 13:00:00,Site_1,585,1380.26,10.27,991.1
2025-05-31 14:00:00,Site_1,528,1176.77,13.98,890.1
2025-05-31 15:00:00,Site_1,451,948.34,14.26,785.0
2025-05-31 16:00:00,Site_1,486,861.23,15.67,806.81
2025-05-31 17:00:00,Site_1,439,783.62,16.1,782.69
2025-05-31 18:00:00,Site_1,418,824.09,17.41,741.95
2025-05-31 19:00:00,Site_1,356,702.97,20.59,631.15
2025-05-31 20:00:00,Site_1,289,464.93,20.04,513.78
2025-05-31 21:00:00,Site_1,219,460.19,23.31,431.38
2025-05-31 22:00:00,Site_1,207,326.36,25.44,396.06
2025-05-31 23:00:00,Site_1,162,378.47,29.48,347.45
2025-06-01 00:00:00,Site_1,151,491.37,26.51,330.62
2025-06-01 01:00:00,Site_1,174,409.65,26.8,351.59
2025-06-01 02:00:00,Site_1,207,539.89,24.59,421.71
2025-06-01 03:00:00,Site_1,193,623.87,28.16,397.56
2025-06-01 04:00:00,Site_1,182,472.76,23.01,382.76
2025-06-01 05:00:00,Site_1,261,791.01,23.01,491.59
2025-06-01 06:00:00,Site_1,323,1069.39,18.26,570.34
2025-06-01 07:00:00,Site_1,324,991.01,16.9,595.78
2025-06-01 08:00:00,Site_1,383,1175.52,19.04,671.8
2025-06-01 09:00:00,Site_1,430,1332.49,17.16,731.1
2025-06-01 10:00:00,Site_1,447,1299.24,15.93,784.02
2025-06-01 11:00:00,Site_1,512,1388.77,13.92,888.99
2025-06-01 12:00:00,Site_1,510,1254.65,18.8,864.59
2025-06-01 13:00:00,Site_1,530,1251.18,13.06,916.59
2025-06-01 14:00:00,Site_1,491,1048.23,15.58,837.41
2025-06-01 15:00:00,Site_1,484,997.9,14.09,822.2
2025-06-01 16:00:00,Site_1,485,888.67,15.47,821.2
2025-06-01 17:00:00,Site_1,420,755.06,16.94,746.37
2025-06-01 18:00:00,Site_1,429,712.8,16.37,735.7
2025-06-01 19:00:00,Site_1,330,599.77,23.18,602.35
2025-06-01 20:00:00,Site_1,299,517.58,23.3,542.91
2025-06-01 21:00:00,Site_1,273,480.53,22.65,504.9
2025-06-01 22:00:00,Site_1,177,396.07,22.35,375.8
2025-06-01 23:00:00,Site_1,140,337.4,26.56,306.2
2025-06-02 00:00:00,Site_1,47,164.47,32.0,166.45
2025-06-02 01:00:00,Site_1,111,271.74,27.77,277.83
2025-06-02 02:00:00,Site_1,72,229.68,31.13,223.97
2025-06-02 03:00:00,Site_1,168,536.2,28.28,358.45
2025-06-02 04:00:00,Site_1,118,393.22,28.2,270.45
2025-06-02 05:00:00,Site_1,174,503.11,24.65,355.89
2025-06-02 06:00:00,Site_1,251,812.16,19.56,477.3
2025-06-02 07:00:00,Site_1,310,1006.45,22.18,568.21
2025-06-02 08:00:00,Site_1,358,1112.46,18.25,627.12
2025-06-02 09:00:00,Site_1,380,1012.9,18.96,677.23
2025-06-02 10:00:00,Site_1,412,1183.83,15.71,718.86
2025-06-02 11:00:00,Site_1,430,1285.66,16.55,727.84
2025-06-02 12:00:00,Site_1,453,1110.9,16.2,770.21
2025-06-02 13:00:00,Site_1,426,944.14,17.49,733.96
2025-06-02 14:00:00,Site_1,413,910.35,15.87,718.77
2025-06-02 15:00:00,Site_1,415,850.83,19.27,741.39
2025-06-02 16:00:00,Site_1,383,796.88,17.7,676.88
2025-06-02 17:00:00,Site_1,338,540.99,17.66,598.59
2025-06-02 18:00:00,Site_1,323,625.28,20.53,586.71
2025-06-02 19:00:00,Site_1,283,551.58,22.15,520.98
2025-06-02 20:00:00,Site_1,215,398.63,24.72,425.75
2025-06-02 21:00:00,Site_1,206,433.36,26.83,414.81
2025-06-02 22:00:00,Site_1,104,285.37,28.01,268.09
2025-06-02 23:00:00,Site_1,99,281.9,28.36,248.26
2025-06-03 00:00:00,Site_1,68,101.42,27.97,218.39
2025-06-03 01:00:00,Site_1,33,137.69,32.0,158.58
2025-06-03 02:00:00,Site_1,84,235.52,29.34,218.93
2025-06-03 03:00:00,Site_1,101,306.86,27.83,273.6
2025-06-03 04:00:00,Site_1,170,532.45,23.19,358.27
2025-06-03 05:00:00,Site_1,185,578.57,27.69,369.15
2025-06-03 06:00:00,Site_1,187,669.9,23.61,397.03
2025-06-03 07:00:00,Site_1,306,966.88,20.4,579.78
2025-06-03 08:00:00,Site_1,337,979.62,20.74,605.17
2025-06-03 09:00:00,Site_1,364,1066.56,17.47,640.96
2025-06-03 10:00:00,Site_1,381,1096.57,16.42,669.78
2025-06-03 11:00:00,Site_1,391,1122.09,15.13,693.65
2025-06-03 12:00:00,Site_1,424,1096.19,18.24,748.78
2025-06-03 13:00:00,Site_1,467,1031.86,14.84,806.2
2025-06-03 14:00:00,Site_1,480,1181.11,19.59,821.02
2025-06-03 15:00:00,Site_1,454,926.17,14.62,795.98
2025-06-03 16:00:00,Site_1,375,786.69,17.49,659.37
2025-06-03 17:00:00,Site_1,322,578.18,19.88,593.31
2025-06-03 18:00:00,Site_1,310,590.0,21.51,562.12
2025-06-03 19:00:00,Site_1,215,442.5,23.77,426.81
2025-06-03 20:00:00,Site_1,221,491.62,25.18,430.36
2025-06-03 21:00:00,Site_1,166,396.28,24.72,348.44
2025-06-03 22:00:00,Site_1,121,312.48,25.69,277.73
2025-06-03 23:00:00,Site_1,64,129.5,27.06,209.45
2025-06-04 00:00:00,Site_1,98,210.7,25.23,239.67
2025-06-04 01:00:00,Site_1,66,196.91,28.91,191.6
2025-06-04 02:00:00,Site_1,56,215.59,29.59,205.21
2025-06-04 03:00:00,Site_1,32,82.48,29.93,157.78
2025-06-04 04:00:00,Site_1,132,473.93,29.25,274.15
2025-06-04 05:00:00,Site_1,214,766.85,26.35,415.35
2025-06-04 06:00:00,Site_1,254,757.82,22.61,462.88
2025-06-04 07:00:00,Site_1,248,737.47,20.63,462.49
2025-06-04 08:00:00,Site_1,291,895.49,20.96,505.11
2025-06-04 09:00:00,Site_1,361,1099.64,18.47,640.13
2025-06-04 10:00:00,Site_1,362,1000.23,18.34,631.58
2025-06-04 11:00:00,Site_1,423,1215.27,16.15,735.1
2025-06-04 12:00:00,Site_1,453,1157.94,15.16,763.25
2025-06-04 13:00:00,Site_1,470,1092.22,14.97,805.83
2025-06-04 14:00:00,Site_1,431,840.5,15.96,742.35
2025-06-04 15:00:00,Site_1,410,743.11,17.96,730.02
2025-06-04 16:00:00,Site_1,365,708.09,19.77,661.61
2025-06-04 17:00:00,Site_1,329,472.09,19.12,601.35
2025-06-04 18:00:00,Site_1,300,600.76,23.41,546.73
2025-06-04 19:00:00,Site_1,269,481.13,21.11,523.35
2025-06-04 20:00:00,Site_1,236,641.52,21.31,438.47
2025-06-04 21:00:00,Site_1,149,437.22,27.36,309.46
2025-06-04 22:00:00,Site_1,170,354.61,24.82,354.16
2025-06-04 23:00:00,Site_1,97,218.55,29.09,268.04
2025-06-05 00:00:00,Site_1,85,272.23,25.42,225.48
2025-06-05 01:00:00,Site_1,61,265.74,31.95,189.67
2025-06-05 02:00:00,Site_1,30,50.0,31.96,130.58
2025-06-05 03:00:00,Site_1,126,270.18,25.34,298.46
2025-06-05 04:00:00,Site_1,151,431.72,24.5,336.03
2025-06-05 05:00:00,Site_1,162,549.5,28.84,350.89
2025-06-05 06:00:00,Site_1,215,717.81,23.37,416.21
2025-06-05 07:00:00,Site_1,272,928.1,21.23,500.93
2025-06-05 08:00:00,Site_1,267,757.38,19.26,487.57
2025-06-05 09:00:00,Site_1,336,867.34,19.71,604.84
2025-06-05 10:00:00,Site_1,407,1211.43,17.41,699.7
2025-06-05 11:00:00,Site_1,384,979.88,19.63,664.23
2025-06-05 12:00:00,Site_1,441,981.39,14.47,757.26
2025-06-05 13:00:00,Site_1,406,950.15,15.51,704.11
2025-06-05 14:00:00,Site_1,445,1004.34,17.1,762.12
2025-06-05 15:00:00,Site_1,414,822.76,19.02,725.66
2025-06-05 16:00:00,Site_1,346,627.78,17.53,619.79
2025-06-05 17:00:00,Site_1,379,681.68,20.36,665.62
2025-06-05 18:00:00,Site_1,288,496.17,21.98,533.83
2025-06-05 19:00:00,Site_1,239,355.02,25.27,448.58
2025-06-05 20:00:00,Site_1,218,369.96,24.26,428.05
2025-06-05 21:00:00,Site_1,198,428.27,21.29,398.51
2025-06-05 22:00:00,Site_1,107,249.35,28.03,245.47
2025-06-05 23:00:00,Site_1,105,253.56,29.92,267.46
2025-06-06 00:00:00,Site_1,96,180.29,27.3,235.19
2025-06-06 01:00:00,Site_1,97,249.18,28.02,246.4
2025-06-06 02:00:00,Site_1,90,125.88,28.59,246.64
2025-06-06 03:00:00,Site_1,94,292.24,24.36,250.26
2025-06-06 04:00:00,Site_1,112,433.63,30.59,268.34
2025-06-06 05:00:00,Site_1,172,457.85,24.63,354.38
2025-06-06 06:00:00,Site_1,186,560.04,26.25,388.48
2025-06-06 07:00:00,Site_1,186,610.51,25.36,385.75
2025-06-06 08:00:00,Site_1,317,1059.84,22.79,569.32
2025-06-06 09:00:00,Site_1,372,1087.24,19.59,650.05
2025-06-06 10:00:00,Site_1,328,893.26,20.17,571.28
2025-06-06 11:00:00,Site_1,390,927.52,17.01,686.54
2025-06-06 12:00:00,Site_1,449,1128.71,17.48,772.67
2025-06-06 13:00:00,Site_1,491,1261.07,12.0,847.86
2025-06-06 14:00:00,Site_1,434,949.74,17.78,754.59
2025-06-06 15:00:00,Site_1,397,794.66,16.46,708.84
2025-06-06 16:00:00,Site_1,382,742.75,20.51,666.03
2025-06-06 17:00:00,Site_1,384,699.69,18.8,687.38
2025-06-06 18:00:00,Site_1,290,473.22,22.82,529.71
2025-06-06 19:00:00,Site_1,240,487.12,23.72,467.78
2025-06-06 20:00:00,Site_1,201,394.2,22.34,386.91
2025-06-06 21:00:00,Site_1,146,293.79,25.6,321.35
2025-06-06 22:00:00,Site_1,135,231.73,28.28,282.65
2025-06-06 23:00:00,Site_1,144,412.12,27.21,313.33
2025-06-07 00:00:00,Site_1,174,474.88,27.68,365.4
2025-06-07 01:00:00,Site_1,153,377.04,27.25,324.29
2025-06-07 02:00:00,Site_1,158,510.41,25.02,326.5
2025-06-07 03:00:00,Site_1,145,404.42,25.73,325.96
2025-06-07 04:00:00,Site_1,234,679.93,23.96,449.97
2025-06-07 05:00:00,Site_1,248,742.1,19.85,467.1
2025-06-07 06:00:00,Site_1,288,815.34,24.43,532.42
2025-06-07 07:00:00,Site_1,419,1359.1,18.0,754.87
2025-06-07 08:00:00,Site_1,394,1113.98,20.05,702.54
2025-06-07 09:00:00,Site_1,411,1157.23,15.24,728.13
2025-06-07 10:00:00,Site_1,456,1175.06,17.91,788.36
2025-06-07 11:00:00,Site_1,524,1399.77,17.01,887.66
2025-06-07 12:00:00,Site_1,516,1280.98,11.96,850.04
2025-06-07 13:00:00,Site_1,484,1102.71,16.22,819.21
2025-06-07 14:00:00,Site_1,536,1089.85,13.24,899.19
2025-06-07 15:00:00,Site_1,479,890.07,12.92,799.75
2025-06-07 16:00:00,Site_1,514,1001.27,14.75,859.43
2025-06-07 17:00:00,Site_1,457,800.47,17.26,765.69
2025-06-07 18:00:00,Site_1,375,693.98,17.97,662.12
2025-06-07 19:00:00,Site_1,372,625.36,20.73,666.19
2025-06-07 20:00:00,Site_1,295,569.53,19.17,553.57
2025-06-07 21:00:00,Site_1,271,621.56,20.27,510.65
2025-06-07 22:00:00,Site_1,224,516.77,24.36,426.37
2025-06-07 23:00:00,Site_1,162,350.91,26.37,323.68
2025-06-08 00:00:00,Site_1,150,390.43,25.68,307.43
2025-06-08 01:00:00,Site_1,185,481.58,26.74,364.81
2025-06-08 02:00:00,Site_1,157,447.92,27.3,326.61
2025-06-08 03:00:00,Site_1,174,501.59,27.2,359.4
2025-06-08 04:00:00,Site_1,188,574.11,25.24,371.86
2025-06-08 05:00:00,Site_1,260,838.52,23.8,493.39
2025-06-08 06:00:00,Site_1,344,1041.2,19.29,613.68
2025-06-08 07:00:00,Site_1,313,933.18,24.13,569.61
2025-06-08 08:00:00,Site_1,387,1118.79,17.24,691.9
2025-06-08 09:00:00,Site_1,465,1296.65,18.88,785.7
2025-06-08 10:00:00,Site_1,465,1252.21,15.78,801.69
2025-06-08 11:00:00,Site_1,507,1368.92,12.19,860.36
2025-06-08 12:00:00,Site_1,487,1163.93,17.01,827.17
2025-06-08 13:00:00,Site_1,530,1259.8,13.64,903.85
2025-06-08 14:00:00,Site_1,509,1096.43,15.46,872.29
2025-06-08 15:00:00,Site_1,520,924.5,15.64,870.54
2025-06-08 16:00:00,Site_1,496,978.61,15.15,842.18
2025-06-08 17:00:00,Site_1,494,949.63,13.82,843.81
2025-06-08 18:00:00,Site_1,401,662.17,19.43,698.77
2025-06-08 19:00:00,Site_1,348,659.91,19.82,627.85
2025-06-08 20:00:00,Site_1,298,512.96,22.6,549.81
2025-06-08 21:00:00,Site_1,241,489.07,20.33,479.83
2025-06-08 22:00:00,Site_1,221,399.28,24.94,416.2
2025-06-08 23:00:00,Site_1,176,300.53,24.88,362.78
2025-06-09 00:00:00,Site_1,90,202.03,31.33,225.91
2025-06-09 01:00:00,Site_1,112,292.87,29.01,274.04
2025-06-09 02:00:00,Site_1,60,147.14,30.26,173.83
2025-06-09 03:00:00,Site_1,132,324.29,28.11,301.46
2025-06-09 04:00:00,Site_1,165,488.53,24.73,341.2
2025-06-09 05:00:00,Site_1,167,546.57,28.59,343.16
2025-06-09 06:00:00,Site_1,160,509.31,29.39,325.54
2025-06-09 07:00:00,Site_1,244,785.93,24.05,461.35
2025-06-09 08:00:00,Site_1,339,1012.8,22.52,619.35
2025-06-09 09:00:00,Site_1,349,1115.55,18.93,623.25
2025-06-09 10:00:00,Site_1,362,961.13,18.13,649.28
2025-06-09 11:00:00,Site_1,403,1109.77,17.96,721.15
2025-06-09 12:00:00,Site_1,454,1205.91,16.76,783.64
2025-06-09 13:00:00,Site_1,453,1079.28,15.55,773.91
2025-06-09 14:00:00,Site_1,427,905.9,17.86,745.17
2025-06-09 15:00:00,Site_1,406,782.34,18.25,703.56
2025-06-09 16:00:00,Site_1,377,776.12,17.31,660.46
2025-06-09 17:00:00,Site_1,326,509.2,21.37,573.8
2025-06-09 18:00:00,Site_1,346,564.59,21.19,628.26
2025-06-09 19:00:00,Site_1,251,433.93,23.47,472.64
2025-06-09 20:00:00,Site_1,243,534.45,25.22,466.32
2025-06-09 21:00:00,Site_1,208,439.83,22.89,401.64
2025-06-09 22:00:00,Site_1,157,279.47,27.21,339.86
2025-06-09 23:00:00,Site_1,93,197.03,26.99,231.88
2025-06-10 00:00:00,Site_1,96,203.14,26.97,242.58
2025-06-10 01:00:00,Site_1,79,169.23,28.29,227.28
2025-06-10 02:00:00,Site_1,63,238.28,28.38,202.41
2025-06-10 03:00:00,Site_1,112,253.13,27.26,267.78
2025-06-10 04:00:00,Site_1,103,416.47,28.07,236.82
2025-06-10 05:00:00,Site_1,199,681.75,26.29,428.43
2025-06-10 06:00:00,Site_1,201,708.65,24.48,418.96
2025-06-10 07:00:00,Site_1,265,813.9,20.35,504.73
2025-06-10 08:00:00,Site_1,313,963.25,22.76,561.97
2025-06-10 09:00:00,Site_1,343,941.29,18.74,613.36
2025-06-10 10:00:00,Site_1,401,1111.37,17.88,696.07
2025-06-10 11:00:00,Site_1,404,1112.81,18.53,718.64
2025-06-10 12:00:00,Site_1,455,1215.26,16.37,785.13
2025-06-10 13:00:00,Site_1,406,875.01,19.43,701.16
2025-06-10 14:00:00,Site_1,437,917.62,17.42,750.79
2025-06-10 15:00:00,Site_1,464,921.25,14.47,807.21
2025-06-10 16:00:00,Site_1,362,601.8,22.6,659.0
2025-06-10 17:00:00,Site_1,333,642.82,20.64,614.78
2025-06-10 18:00:00,Site_1,319,530.76,20.61,586.07
2025-06-10 19:00:00,Site_1,264,469.77,24.21,493.47
2025-06-10 20:00:00,Site_1,222,393.3,24.6,400.58
2025-06-10 21:00:00,Site_1,182,317.55,26.23,375.97
2025-06-10 22:00:00,Site_1,148,317.78,30.56,321.98
2025-06-10 23:00:00,Site_1,131,290.83,27.0,297.9
2025-06-11 00:00:00,Site_1,96,217.69,28.16,244.54
2025-06-11 01:00:00,Site_1,73,152.02,29.62,196.24
2025-06-11 02:00:00,Site_1,102,309.87,30.04,258.57
2025-06-11 03:00:00,Site_1,151,551.46,24.46,332.82
2025-06-11 04:00:00,Site_1,129,409.1,24.54,300.32
2025-06-11 05:00:00,Site_1,145,520.31,26.04,326.97
2025-06-11 06:00:00,Site_1,241,687.79,21.11,467.54
2025-06-11 07:00:00,Site_1,256,822.56,22.4,479.9
2025-06-11 08:00:00,Site_1,252,716.92,23.93,477.29
2025-06-11 09:00:00,Site_1,371,1022.52,17.68,657.41
2025-06-11 10:00:00,Site_1,373,1018.69,16.8,660.58
2025-06-11 11:00:00,Site_1,413,1178.84,17.65,729.48
2025-06-11 12:00:00,Site_1,442,1162.0,17.82,769.44
2025-06-11 13:00:00,Site_1,444,1044.14,13.92,786.77
2025-06-11 14:00:00,Site_1,451,877.69,17.45,798.56
2025-06-11 15:00:00,Site_1,404,798.25,19.09,706.8
2025-06-11 16:00:00,Site_1,400,775.61,19.43,661.63
2025-06-11 17:00:00,Site_1,343,636.11,21.82,626.87
2025-06-11 18:00:00,Site_1,325,474.37,23.93,582.1
2025-06-11 19:00:00,Site_1,275,448.14,21.84,504.49
2025-06-11 20:00:00,Site_1,190,355.97,25.51,381.02
2025-06-11 21:00:00,Site_1,197,427.17,24.48,391.03
2025-06-11 22:00:00,Site_1,119,124.08,27.84,284.62
2025-06-11 23:00:00,Site_1,124,277.81,29.96,270.41
2025-06-12 00:00:00,Site_1,95,246.08,26.66,231.72
2025-06-12 01:00:00,Site_1,125,386.12,26.33,290.93
2025-06-12 02:00:00,Site_1,80,269.57,31.27,226.23
2025-06-12 03:00:00,Site_1,95,319.48,30.21,248.92
2025-06-12 04:00:00,Site_1,132,362.02,26.84,290.13
2025-06-12 05:00:00,Site_1,162,400.06,27.61,333.22
2025-06-12 06:00:00,Site_1,233,722.02,24.36,444.43
2025-06-12 07:00:00,Site_1,219,755.67,26.59,430.9
2025-06-12 08:00:00,Site_1,280,953.35,22.31,534.85
2025-06-12 09:00:00,Site_1,323,1010.01,22.23,564.03
2025-06-12 10:00:00,Site_1,411,1197.11,21.58,714.29
2025-06-12 11:00:00,Site_1,458,1250.76,16.87,773.67
2025-06-12 12:00:00,Site_1,431,1044.13,16.99,729.98
2025-06-12 13:00:00,Site_1,435,1000.89,17.86,762.17
2025-06-12 14:00:00,Site_1,435,1035.39,16.23,757.95
2025-06-12 15:00:00,Site_1,444,833.68,20.04,770.49
2025-06-12 16:00:00,Site_1,364,786.22,19.53,655.21
2025-06-12 17:00:00,Site_1,355,628.15,19.17,627.7
2025-06-12 18:00:00,Site_1,330,673.53,19.2,590.67
2025-06-12 19:00:00,Site_1,272,411.68,24.13,529.86
2025-06-12 20:00:00,Site_1,218,448.0,25.67,424.53
2025-06-12 21:00:00,Site_1,195,346.77,24.43,399.85
2025-06-12 22:00:00,Site_1,65,54.83,30.59,197.56
2025-06-12 23:00:00,Site_1,121,293.69,25.5,263.02
2025-06-13 00:00:00,Site_1,69,233.07,29.86,183.05
2025-06-13 01:00:00,Site_1,34,50.0,31.49,145.21
2025-06-13 02:00:00,Site_1,98,189.36,31.13,257.56
2025-06-13 03:00:00,Site_1,138,407.8,26.01,314.88
2025-06-13 04:00:00,Site_1,129,395.46,25.57,302.64
2025-06-13 05:00:00,Site_1,193,645.9,23.9,379.63
2025-06-13 06:00:00,Site_1,253,866.58,21.14,495.66
2025-06-13 07:00:00,Site_1,292,923.87,23.78,528.35
2025-06-13 08:00:00,Site_1,347,1189.19,22.18,622.63
2025-06-13 09:00:00,Site_1,368,1115.6,19.6,651.9
2025-06-13 10:00:00,Site_1,389,1087.86,20.22,681.76
2025-06-13 11:00:00,Site_1,375,908.75,19.08,675.89
2025-06-13 12:00:00,Site_1,427,1051.74,16.91,733.45
2025-06-13 13:00:00,Site_1,418,949.09,16.87,713.5
2025-06-13 14:00:00,Site_1,488,1106.82,14.45,832.2
2025-06-13 15:00:00,Site_1,411,851.81,15.29,712.5
2025-06-13 16:00:00,Site_1,390,667.81,18.75,718.77
2025-06-13 17:00:00,Site_1,363,672.39,19.23,651.27
2025-06-13 18:00:00,Site_1,307,592.89,22.37,556.41
2025-06-13 19:00:00,Site_1,302,642.49,21.57,542.44
2025-06-13 20:00:00,Site_1,197,426.33,24.86,376.7
2025-06-13 21:00:00,Site_1,174,394.53,24.6,350.75
2025-06-13 22:00:00,Site_1,114,248.71,28.12,272.15
2025-06-13 23:00:00,Site_1,71,187.94,30.62,220.77
2025-06-14 00:00:00,Site_1,150,449.97,25.03,336.22
2025-06-14 01:00:00,Site_1,159,346.34,26.57,340.79
2025-06-14 02:00:00,Site_1,155,420.78,26.92,329.27
2025-06-14 03:00:00,Site_1,166,450.81,25.11,351.69
2025-06-14 04:00:00,Site_1,177,572.55,24.92,360.31
2025-06-14 05:00:00,Site_1,247,858.32,23.7,487.68
2025-06-14 06:00:00,Site_1,255,780.18,21.37,480.61
2025-06-14 07:00:00,Site_1,359,996.82,19.96,637.64
2025-06-14 08:00:00,Site_1,388,1180.48,17.08,659.84
2025-06-14 09:00:00,Site_1,393,1231.83,19.84,687.55
2025-06-14 10:00:00,Site_1,459,1340.41,19.44,796.86
2025-06-14 11:00:00,Site_1,477,1304.61,14.01,804.82
2025-06-14 12:00:00,Site_1,521,1285.7,14.57,873.99
2025-06-14 13:00:00,Site_1,553,1205.57,11.55,937.43
2025-06-14 14:00:00,Site_1,466,1032.82,17.25,784.23
2025-06-14 15:00:00,Site_1,498,948.45,12.67,857.58
2025-06-14 16:00:00,Site_1,463,1007.87,16.52,789.18
2025-06-14 17:00:00,Site_1,446,847.67,15.08,765.11
2025-06-14 18:00:00,Site_1,391,668.96,18.0,675.26
2025-06-14 19:00:00,Site_1,321,548.77,19.22,585.28
2025-06-14 20:00:00,Site_1,285,534.15,23.26,552.1
2025-06-14 21:00:00,Site_1,230,446.79,22.69,452.81
2025-06-14 22:00:00,Site_1,239,580.86,24.46,449.86
2025-06-14 23:00:00,Site_1,184,437.85,25.04,387.36
2025-06-15 00:00:00,Site_1,213,488.6,24.37,416.33
2025-06-15 01:00:00,Site_1,158,537.05,26.69,350.74
2025-06-15 02:00:00,Site_1,148,424.76,25.68,330.07
2025-06-15 03:00:00,Site_1,146,483.4,27.21,289.57
2025-06-15 04:00:00,Site_1,167,482.24,28.45,340.46
2025-06-15 05:00:00,Site_1,210,688.78,23.48,424.44
2025-06-15 06:00:00,Site_1,300,978.67,23.26,551.52
2025-06-15 07:00:00,Site_1,352,1004.63,21.93,617.76
2025-06-15 08:00:00,Site_1,347,1198.77,18.63,614.16
2025-06-15 09:00:00,Site_1,452,1431.17,14.0,758.94
2025-06-15 10:00:00,Site_1,455,1272.92,16.53,781.62
2025-06-15 11:00:00,Site_1,499,1271.77,13.71,870.61
2025-06-15 12:00:00,Site_1,554,1405.85,15.41,939.05
2025-06-15 13:00:00,Site_1,542,1262.01,13.08,934.9
2025-06-15 14:00:00,Site_1,507,1111.39,13.05,869.32
2025-06-15 15:00:00,Site_1,473,959.87,13.72,819.77
2025-06-15 16:00:00,Site_1,413,812.51,19.18,739.24
2025-06-15 17:00:00,Site_1,412,838.27,16.72,721.77
2025-06-15 18:00:00,Site_1,381,719.89,18.73,669.63
2025-06-15 19:00:00,Site_1,315,511.53,22.41,582.83
2025-06-15 20:00:00,Site_1,290,630.95,21.12,549.54
2025-06-15 21:00:00,Site_1,251,601.7,23.15,471.7
2025-06-15 22:00:00,Site_1,207,634.17,24.73,403.28
2025-06-15 23:00:00,Site_1,167,319.83,27.18,351.89
2025-06-16 00:00:00,Site_1,90,239.57,29.74,243.31
2025-06-16 01:00:00,Site_1,91,119.06,28.48,244.48
2025-06-16 02:00:00,Site_1,58,198.49,30.07,172.76
2025-06-16 03:00:00,Site_1,139,383.41,26.58,327.62
2025-06-16 04:00:00,Site_1,130,519.22,25.23,288.59
2025-06-16 05:00:00,Site_1,170,493.47,26.44,352.35
2025-06-16 06:00:00,Site_1,231,637.85,26.75,437.47
2025-06-16 07:00:00,Site_1,265,813.4,21.4,524.48
2025-06-16 08:00:00,Site_1,330,906.52,19.29,597.42
2025-06-16 09:00:00,Site_1,357,1114.27,18.2,626.99
2025-06-16 10:00:00,Site_1,371,933.45,20.1,665.14
2025-06-16 11:00:00,Site_1,424,1138.52,17.83,743.69
2025-06-16 12:00:00,Site_1,405,887.83,17.59,705.62
2025-06-16 13:00:00,Site_1,442,1005.7,15.15,771.41
2025-06-16 14:00:00,Site_1,433,1029.55,16.98,741.25
2025-06-16 15:00:00,Site_1,410,843.7,15.3,710.07
2025-06-16 16:00:00,Site_1,384,675.4,18.78,655.9
2025-06-16 17:00:00,Site_1,302,548.93,22.74,539.76
2025-06-16 18:00:00,Site_1,292,526.68,19.9,556.08
2025-06-16 19:00:00,Site_1,262,506.21,20.53,509.41
2025-06-16 20:00:00,Site_1,217,328.94,26.77,426.16
2025-06-16 21:00:00,Site_1,144,324.28,26.04,332.63
2025-06-16 22:00:00,Site_1,164,190.34,27.96,344.4
2025-06-16 23:00:00,Site_1,82,152.35,28.9,220.57
2025-06-17 00:00:00,Site_1,110,245.7,27.91,265.57
2025-06-17 01:00:00,Site_1,90,279.31,29.51,233.75
2025-06-17 02:00:00,Site_1,69,198.01,28.26,201.35
2025-06-17 03:00:00,Site_1,148,358.92,27.02,333.43
2025-06-17 04:00:00,Site_1,102,257.73,27.86,254.5
2025-06-17 05:00:00,Site_1,192,621.74,23.3,395.12
2025-06-17 06:00:00,Site_1,238,756.86,24.18,467.31
2025-06-17 07:00:00,Site_1,243,737.06,23.1,468.38
2025-06-17 08:00:00,Site_1,341,1030.37,19.83,601.8
2025-06-17 09:00:00,Site_1,343,1069.05,18.18,600.97
2025-06-17 10:00:00,Site_1,394,1091.84,20.6,692.49
2025-06-17 11:00:00,Site_1,422,1126.17,18.55,731.29
2025-06-17 12:00:00,Site_1,430,1205.2,18.4,745.87
2025-06-17 13:00:00,Site_1,460,981.24,15.44,789.84
2025-06-17 14:00:00,Site_1,453,862.84,13.55,805.34
2025-06-17 15:00:00,Site_1,372,792.88,21.91,644.7
2025-06-17 16:00:00,Site_1,419,752.78,17.24,708.6
2025-06-17 17:00:00,Site_1,308,542.65,20.1,565.32
2025-06-17 18:00:00,Site_1,332,550.73,21.01,594.24
2025-06-17 19:00:00,Site_1,288,509.68,23.67,535.16
2025-06-17 20:00:00,Site_1,186,448.16,25.46,384.84
2025-06-17 21:00:00,Site_1,159,366.93,28.35,351.34
2025-06-17 22:00:00,Site_1,105,277.48,29.95,242.43
2025-06-17 23:00:00,Site_1,98,142.27,26.96,241.43
2025-06-18 00:00:00,Site_1,78,125.93,28.26,221.29
2025-06-18 01:00:00,Site_1,99,95.09,29.97,256.2
2025-06-18 02:00:00,Site_1,118,287.74,23.8,298.93
2025-06-18 03:00:00,Site_1,139,473.7,26.91,318.06
2025-06-18 04:00:00,Site_1,118,397.55,25.72,276.43
2025-06-18 05:00:00,Site_1,164,507.6,25.55,337.1
2025-06-18 06:00:00,Site_1,171,545.86,25.57,350.86
